Time;MLII;V5
00:00:02.255;-0.330;-0.215
00:00:02.258;-0.335;-0.225
00:00:02.261;-0.340;-0.225
00:00:02.263;-0.360;-0.230
00:00:02.266;-0.350;-0.210
00:00:02.269;-0.350;-0.210
00:00:02.272;-0.355;-0.230
00:00:02.275;-0.360;-0.250
00:00:02.277;-0.355;-0.250
00:00:02.280;-0.365;-0.245
00:00:02.283;-0.355;-0.230
00:00:02.286;-0.350;-0.215
00:00:02.288;-0.340;-0.230
00:00:02.291;-0.355;-0.240
00:00:02.294;-0.350;-0.245
00:00:02.297;-0.365;-0.245
00:00:02.300;-0.365;-0.240
00:00:02.302;-0.350;-0.215
00:00:02.305;-0.355;-0.225
00:00:02.308;-0.350;-0.240
00:00:02.311;-0.370;-0.240
00:00:02.313;-0.380;-0.245
00:00:02.316;-0.370;-0.240
00:00:02.319;-0.360;-0.230
00:00:02.322;-0.365;-0.235
00:00:02.325;-0.360;-0.240
00:00:02.327;-0.365;-0.230
00:00:02.330;-0.380;-0.250
00:00:02.333;-0.370;-0.225
00:00:02.336;-0.365;-0.215
00:00:02.338;-0.350;-0.230
00:00:02.341;-0.350;-0.240
00:00:02.344;-0.350;-0.250
00:00:02.347;-0.370;-0.265
00:00:02.350;-0.365;-0.230
00:00:02.352;-0.345;-0.220
00:00:02.355;-0.345;-0.235
00:00:02.358;-0.340;-0.225
00:00:02.361;-0.355;-0.235
00:00:02.363;-0.365;-0.235
00:00:02.366;-0.360;-0.225
00:00:02.369;-0.355;-0.225
00:00:02.372;-0.355;-0.215
00:00:02.375;-0.355;-0.225
00:00:02.377;-0.375;-0.235
00:00:02.380;-0.385;-0.230
00:00:02.383;-0.355;-0.225
00:00:02.386;-0.360;-0.225
00:00:02.388;-0.355;-0.225
00:00:02.391;-0.360;-0.225
00:00:02.394;-0.360;-0.230
00:00:02.397;-0.370;-0.230
00:00:02.400;-0.360;-0.215
00:00:02.402;-0.345;-0.210
00:00:02.405;-0.355;-0.225
00:00:02.408;-0.345;-0.240
00:00:02.411;-0.345;-0.235
00:00:02.413;-0.345;-0.240
00:00:02.416;-0.340;-0.225
00:00:02.419;-0.310;-0.215
00:00:02.422;-0.305;-0.220
00:00:02.425;-0.305;-0.220
00:00:02.427;-0.310;-0.230
00:00:02.430;-0.305;-0.230
00:00:02.433;-0.290;-0.205
00:00:02.436;-0.285;-0.200
00:00:02.438;-0.275;-0.205
00:00:02.441;-0.280;-0.195
00:00:02.444;-0.280;-0.210
00:00:02.447;-0.275;-0.205
00:00:02.450;-0.265;-0.190
00:00:02.452;-0.255;-0.185
00:00:02.455;-0.245;-0.200
00:00:02.458;-0.260;-0.195
00:00:02.461;-0.265;-0.200
00:00:02.463;-0.275;-0.190
00:00:02.466;-0.280;-0.170
00:00:02.469;-0.265;-0.140
00:00:02.472;-0.270;-0.165
00:00:02.475;-0.275;-0.165
00:00:02.477;-0.280;-0.185
00:00:02.480;-0.275;-0.180
00:00:02.483;-0.280;-0.170
00:00:02.486;-0.275;-0.150
00:00:02.488;-0.265;-0.165
00:00:02.491;-0.255;-0.180
00:00:02.494;-0.240;-0.200
00:00:02.497;-0.260;-0.210
00:00:02.500;-0.280;-0.210
00:00:02.502;-0.310;-0.185
00:00:02.505;-0.310;-0.190
00:00:02.508;-0.345;-0.200
00:00:02.511;-0.360;-0.215
00:00:02.513;-0.380;-0.220
00:00:02.516;-0.385;-0.210
00:00:02.519;-0.380;-0.195
00:00:02.522;-0.370;-0.205
00:00:02.525;-0.375;-0.220
00:00:02.527;-0.385;-0.225
00:00:02.530;-0.390;-0.230
00:00:02.533;-0.395;-0.220
00:00:02.536;-0.385;-0.210
00:00:02.538;-0.385;-0.210
00:00:02.541;-0.385;-0.230
00:00:02.544;-0.395;-0.235
00:00:02.547;-0.405;-0.230
00:00:02.550;-0.400;-0.225
00:00:02.552;-0.375;-0.215
00:00:02.555;-0.375;-0.220
00:00:02.558;-0.390;-0.220
00:00:02.561;-0.395;-0.230
00:00:02.563;-0.415;-0.240
00:00:02.566;-0.405;-0.220
00:00:02.569;-0.400;-0.225
00:00:02.572;-0.390;-0.235
00:00:02.575;-0.405;-0.250
00:00:02.577;-0.425;-0.280
00:00:02.580;-0.460;-0.305
00:00:02.583;-0.475;-0.325
00:00:02.586;-0.505;-0.345
00:00:02.588;-0.510;-0.375
00:00:02.591;-0.525;-0.415
00:00:02.594;-0.540;-0.425
00:00:02.597;-0.600;-0.385
00:00:02.600;-0.645;-0.295
00:00:02.602;-0.630;-0.180
00:00:02.605;-0.575;-0.065
00:00:02.608;-0.495;0.035
00:00:02.611;-0.385;0.130
00:00:02.613;-0.270;0.240
00:00:02.616;-0.115;0.370
00:00:02.619;0.090;0.495
00:00:02.622;0.370;0.610
00:00:02.625;0.635;0.655
00:00:02.627;0.810;0.545
00:00:02.630;0.860;0.230
00:00:02.633;0.770;-0.105
00:00:02.636;0.475;-0.280
00:00:02.638;0.065;-0.285
00:00:02.641;-0.305;-0.255
00:00:02.644;-0.500;-0.255
00:00:02.647;-0.520;-0.260
00:00:02.650;-0.475;-0.230
00:00:02.652;-0.410;-0.220
00:00:02.655;-0.390;-0.245
00:00:02.658;-0.390;-0.255
00:00:02.661;-0.400;-0.260
00:00:02.663;-0.410;-0.250
00:00:02.666;-0.405;-0.235
00:00:02.669;-0.385;-0.245
00:00:02.672;-0.390;-0.245
00:00:02.675;-0.395;-0.260
00:00:02.677;-0.405;-0.265
00:00:02.680;-0.410;-0.265
00:00:02.683;-0.405;-0.260
00:00:02.686;-0.400;-0.240
00:00:02.688;-0.390;-0.245
00:00:02.691;-0.395;-0.260
00:00:02.694;-0.410;-0.270
00:00:02.697;-0.415;-0.270
00:00:02.700;-0.410;-0.255
00:00:02.702;-0.395;-0.255
00:00:02.705;-0.405;-0.250
00:00:02.708;-0.410;-0.265
00:00:02.711;-0.405;-0.270
00:00:02.713;-0.405;-0.270
00:00:02.716;-0.410;-0.265
00:00:02.719;-0.390;-0.250
00:00:02.722;-0.385;-0.245
00:00:02.725;-0.390;-0.265
00:00:02.727;-0.395;-0.270
00:00:02.730;-0.400;-0.260
00:00:02.733;-0.400;-0.255
00:00:02.736;-0.400;-0.245
00:00:02.738;-0.395;-0.250
00:00:02.741;-0.395;-0.260
00:00:02.744;-0.405;-0.270
00:00:02.747;-0.405;-0.260
00:00:02.750;-0.400;-0.255
00:00:02.752;-0.395;-0.250
00:00:02.755;-0.385;-0.255
00:00:02.758;-0.375;-0.255
00:00:02.761;-0.385;-0.275
00:00:02.763;-0.395;-0.270
00:00:02.766;-0.390;-0.265
00:00:02.769;-0.385;-0.260
00:00:02.772;-0.375;-0.260
00:00:02.775;-0.385;-0.275
00:00:02.777;-0.395;-0.270
00:00:02.780;-0.395;-0.260
00:00:02.783;-0.385;-0.245
00:00:02.786;-0.375;-0.255
00:00:02.788;-0.375;-0.265
00:00:02.791;-0.385;-0.265
00:00:02.794;-0.395;-0.270
00:00:02.797;-0.390;-0.265
00:00:02.800;-0.390;-0.260
00:00:02.802;-0.365;-0.270
00:00:02.805;-0.375;-0.265
00:00:02.808;-0.385;-0.270
00:00:02.811;-0.395;-0.280
00:00:02.813;-0.380;-0.285
00:00:02.816;-0.385;-0.280
00:00:02.819;-0.375;-0.285
00:00:02.822;-0.380;-0.290
00:00:02.825;-0.390;-0.310
00:00:02.827;-0.380;-0.305
00:00:02.830;-0.375;-0.300
00:00:02.833;-0.375;-0.300
00:00:02.836;-0.375;-0.310
00:00:02.838;-0.375;-0.325
00:00:02.841;-0.380;-0.340
00:00:02.844;-0.390;-0.340
00:00:02.847;-0.390;-0.325
00:00:02.850;-0.365;-0.320
00:00:02.852;-0.370;-0.355
00:00:02.855;-0.375;-0.360
00:00:02.858;-0.385;-0.380
00:00:02.861;-0.390;-0.385
00:00:02.863;-0.390;-0.375
00:00:02.866;-0.375;-0.365
00:00:02.869;-0.365;-0.375
00:00:02.872;-0.385;-0.385
00:00:02.875;-0.380;-0.390
00:00:02.877;-0.390;-0.395
00:00:02.880;-0.375;-0.385
00:00:02.883;-0.375;-0.375
00:00:02.886;-0.365;-0.375
00:00:02.888;-0.370;-0.375
00:00:02.891;-0.385;-0.380
00:00:02.894;-0.395;-0.365
00:00:02.897;-0.385;-0.345
00:00:02.900;-0.385;-0.335
00:00:02.902;-0.370;-0.315
00:00:02.905;-0.365;-0.310
00:00:02.908;-0.370;-0.305
00:00:02.911;-0.375;-0.290
00:00:02.913;-0.350;-0.270
00:00:02.916;-0.335;-0.255
00:00:02.919;-0.320;-0.250
00:00:02.922;-0.315;-0.245
00:00:02.925;-0.320;-0.235
00:00:02.927;-0.325;-0.235
00:00:02.930;-0.315;-0.225
00:00:02.933;-0.295;-0.220
00:00:02.936;-0.285;-0.195
00:00:02.938;-0.300;-0.215
00:00:02.941;-0.295;-0.230
00:00:02.944;-0.285;-0.215
00:00:02.947;-0.285;-0.205
00:00:02.950;-0.280;-0.195
00:00:02.952;-0.270;-0.200
00:00:02.955;-0.280;-0.195
00:00:02.958;-0.290;-0.195
00:00:02.961;-0.295;-0.205
00:00:02.963;-0.295;-0.195
00:00:02.966;-0.290;-0.180
00:00:02.969;-0.280;-0.190
00:00:02.972;-0.290;-0.205
00:00:02.975;-0.295;-0.210
00:00:02.977;-0.310;-0.205
00:00:02.980;-0.295;-0.180
00:00:02.983;-0.285;-0.185
00:00:02.986;-0.280;-0.190
00:00:02.988;-0.275;-0.205
00:00:02.991;-0.295;-0.215
00:00:02.994;-0.305;-0.215
00:00:02.997;-0.300;-0.215
00:00:03.000;-0.295;-0.190
00:00:03.002;-0.295;-0.210
00:00:03.005;-0.285;-0.200
00:00:03.008;-0.300;-0.215
00:00:03.011;-0.305;-0.220
00:00:03.013;-0.300;-0.225
00:00:03.016;-0.295;-0.215
00:00:03.019;-0.300;-0.215
00:00:03.022;-0.305;-0.230
00:00:03.025;-0.315;-0.225
00:00:03.027;-0.310;-0.225
00:00:03.030;-0.315;-0.210
00:00:03.033;-0.295;-0.210
00:00:03.036;-0.300;-0.215
00:00:03.038;-0.310;-0.230
00:00:03.041;-0.330;-0.235
00:00:03.044;-0.340;-0.230
00:00:03.047;-0.330;-0.220
00:00:03.050;-0.320;-0.215
00:00:03.052;-0.320;-0.230
00:00:03.055;-0.315;-0.235
00:00:03.058;-0.325;-0.250
00:00:03.061;-0.335;-0.245
00:00:03.063;-0.330;-0.240
00:00:03.066;-0.315;-0.220
00:00:03.069;-0.320;-0.230
00:00:03.072;-0.320;-0.230
00:00:03.075;-0.330;-0.235
00:00:03.077;-0.345;-0.240
00:00:03.080;-0.340;-0.235
00:00:03.083;-0.335;-0.220
00:00:03.086;-0.330;-0.230
00:00:03.088;-0.335;-0.240
00:00:03.091;-0.345;-0.255
00:00:03.094;-0.350;-0.245
00:00:03.097;-0.345;-0.235
00:00:03.100;-0.340;-0.220
00:00:03.102;-0.335;-0.230
00:00:03.105;-0.335;-0.240
00:00:03.108;-0.330;-0.250
00:00:03.111;-0.335;-0.255
00:00:03.113;-0.340;-0.240
00:00:03.116;-0.335;-0.225
00:00:03.119;-0.320;-0.230
00:00:03.122;-0.340;-0.235
00:00:03.125;-0.340;-0.240
00:00:03.127;-0.350;-0.245
00:00:03.130;-0.365;-0.235
00:00:03.133;-0.360;-0.230
00:00:03.136;-0.345;-0.235
00:00:03.138;-0.345;-0.240
00:00:03.141;-0.350;-0.245
00:00:03.144;-0.350;-0.235
00:00:03.147;-0.350;-0.235
00:00:03.150;-0.340;-0.230
00:00:03.152;-0.340;-0.240
00:00:03.155;-0.345;-0.235
00:00:03.158;-0.345;-0.245
00:00:03.161;-0.380;-0.250
00:00:03.163;-0.360;-0.230
00:00:03.166;-0.360;-0.210
00:00:03.169;-0.345;-0.230
00:00:03.172;-0.345;-0.235
00:00:03.175;-0.350;-0.245
00:00:03.177;-0.355;-0.250
00:00:03.180;-0.345;-0.245
00:00:03.183;-0.330;-0.230
00:00:03.186;-0.330;-0.230
00:00:03.188;-0.335;-0.235
00:00:03.191;-0.335;-0.250
00:00:03.194;-0.340;-0.250
00:00:03.197;-0.330;-0.240
00:00:03.200;-0.320;-0.225
00:00:03.202;-0.290;-0.230
00:00:03.205;-0.290;-0.235
00:00:03.208;-0.300;-0.240
00:00:03.211;-0.305;-0.245
00:00:03.213;-0.285;-0.240
00:00:03.216;-0.280;-0.225
00:00:03.219;-0.275;-0.225
00:00:03.222;-0.280;-0.230
00:00:03.225;-0.275;-0.230
00:00:03.227;-0.270;-0.225
00:00:03.230;-0.265;-0.205
00:00:03.233;-0.250;-0.210
00:00:03.236;-0.230;-0.220
00:00:03.238;-0.245;-0.205
00:00:03.241;-0.240;-0.220
00:00:03.244;-0.255;-0.220
00:00:03.247;-0.255;-0.210
00:00:03.250;-0.245;-0.190
00:00:03.252;-0.235;-0.180
00:00:03.255;-0.255;-0.180
00:00:03.258;-0.265;-0.185
00:00:03.261;-0.260;-0.190
00:00:03.263;-0.255;-0.190
00:00:03.266;-0.270;-0.185
00:00:03.269;-0.265;-0.205
00:00:03.272;-0.280;-0.200
00:00:03.275;-0.255;-0.220
00:00:03.277;-0.250;-0.220
00:00:03.280;-0.245;-0.220
00:00:03.283;-0.265;-0.210
00:00:03.286;-0.280;-0.225
00:00:03.288;-0.300;-0.220
00:00:03.291;-0.315;-0.240
00:00:03.294;-0.325;-0.245
00:00:03.297;-0.335;-0.235
00:00:03.300;-0.345;-0.230
00:00:03.302;-0.330;-0.245
00:00:03.305;-0.335;-0.245
00:00:03.308;-0.345;-0.250
00:00:03.311;-0.360;-0.255
00:00:03.313;-0.350;-0.230
00:00:03.316;-0.340;-0.225
00:00:03.319;-0.335;-0.230
00:00:03.322;-0.345;-0.245
00:00:03.325;-0.360;-0.255
00:00:03.327;-0.365;-0.265
00:00:03.330;-0.375;-0.255
00:00:03.333;-0.370;-0.245
00:00:03.336;-0.365;-0.260
00:00:03.338;-0.365;-0.250
00:00:03.341;-0.380;-0.260
00:00:03.344;-0.375;-0.270
00:00:03.347;-0.375;-0.240
00:00:03.350;-0.365;-0.245
00:00:03.352;-0.370;-0.250
00:00:03.355;-0.360;-0.250
00:00:03.358;-0.370;-0.250
00:00:03.361;-0.380;-0.265
00:00:03.363;-0.365;-0.255
00:00:03.366;-0.360;-0.245
00:00:03.369;-0.350;-0.255
00:00:03.372;-0.355;-0.265
00:00:03.375;-0.370;-0.280
00:00:03.377;-0.385;-0.305
00:00:03.380;-0.395;-0.320
00:00:03.383;-0.430;-0.350
00:00:03.386;-0.445;-0.380
00:00:03.388;-0.485;-0.390
00:00:03.391;-0.515;-0.345
00:00:03.394;-0.565;-0.240
00:00:03.397;-0.555;-0.110
00:00:03.400;-0.475;-0.020
00:00:03.402;-0.355;0.040
00:00:03.405;-0.220;0.110
00:00:03.408;-0.055;0.220
00:00:03.411;0.185;0.350
00:00:03.413;0.475;0.440
00:00:03.416;0.705;0.395
00:00:03.419;0.820;0.155
00:00:03.422;0.780;-0.170
00:00:03.425;0.535;-0.380
00:00:03.427;0.145;-0.410
00:00:03.430;-0.200;-0.355
00:00:03.433;-0.420;-0.320
00:00:03.436;-0.500;-0.305
00:00:03.438;-0.480;-0.300
00:00:03.441;-0.450;-0.295
00:00:03.444;-0.410;-0.295
00:00:03.447;-0.400;-0.285
00:00:03.450;-0.390;-0.300
00:00:03.452;-0.390;-0.310
00:00:03.455;-0.400;-0.305
00:00:03.458;-0.405;-0.305
00:00:03.461;-0.425;-0.295
00:00:03.463;-0.425;-0.270
00:00:03.466;-0.405;-0.270
00:00:03.469;-0.395;-0.285
00:00:03.472;-0.405;-0.305
00:00:03.475;-0.405;-0.310
00:00:03.477;-0.415;-0.300
00:00:03.480;-0.405;-0.290
00:00:03.483;-0.385;-0.275
00:00:03.486;-0.390;-0.285
00:00:03.488;-0.395;-0.285
00:00:03.491;-0.395;-0.305
00:00:03.494;-0.395;-0.290
00:00:03.497;-0.395;-0.290
00:00:03.500;-0.385;-0.285
00:00:03.502;-0.390;-0.285
00:00:03.505;-0.390;-0.290
00:00:03.508;-0.400;-0.300
00:00:03.511;-0.425;-0.295
00:00:03.513;-0.410;-0.285
00:00:03.516;-0.400;-0.275
00:00:03.519;-0.395;-0.290
00:00:03.522;-0.400;-0.295
00:00:03.525;-0.405;-0.275
00:00:03.527;-0.425;-0.285
00:00:03.530;-0.415;-0.285
00:00:03.533;-0.405;-0.260
00:00:03.536;-0.405;-0.270
00:00:03.538;-0.405;-0.265
00:00:03.541;-0.410;-0.285
00:00:03.544;-0.415;-0.290
00:00:03.547;-0.405;-0.295
00:00:03.550;-0.420;-0.280
00:00:03.552;-0.405;-0.290
00:00:03.555;-0.410;-0.295
00:00:03.558;-0.410;-0.300
00:00:03.561;-0.420;-0.310
00:00:03.563;-0.415;-0.305
00:00:03.566;-0.405;-0.295
00:00:03.569;-0.395;-0.300
00:00:03.572;-0.395;-0.280
00:00:03.575;-0.395;-0.290
00:00:03.577;-0.400;-0.305
00:00:03.580;-0.395;-0.290
00:00:03.583;-0.395;-0.285
00:00:03.586;-0.405;-0.305
00:00:03.588;-0.405;-0.310
00:00:03.591;-0.420;-0.315
00:00:03.594;-0.435;-0.305
00:00:03.597;-0.415;-0.295
00:00:03.600;-0.405;-0.290
00:00:03.602;-0.395;-0.295
00:00:03.605;-0.390;-0.300
00:00:03.608;-0.415;-0.305
00:00:03.611;-0.405;-0.325
00:00:03.613;-0.405;-0.310
00:00:03.616;-0.400;-0.300
00:00:03.619;-0.395;-0.310
00:00:03.622;-0.395;-0.335
00:00:03.625;-0.405;-0.340
00:00:03.627;-0.420;-0.350
00:00:03.630;-0.415;-0.355
00:00:03.633;-0.400;-0.340
00:00:03.636;-0.395;-0.350
00:00:03.638;-0.400;-0.365
00:00:03.641;-0.405;-0.380
00:00:03.644;-0.425;-0.400
00:00:03.647;-0.425;-0.385
00:00:03.650;-0.425;-0.380
00:00:03.652;-0.420;-0.390
00:00:03.655;-0.425;-0.400
00:00:03.658;-0.450;-0.405
00:00:03.661;-0.445;-0.405
00:00:03.663;-0.450;-0.405
00:00:03.666;-0.435;-0.415
00:00:03.669;-0.445;-0.415
00:00:03.672;-0.470;-0.420
00:00:03.675;-0.455;-0.415
00:00:03.677;-0.460;-0.425
00:00:03.680;-0.440;-0.410
00:00:03.683;-0.435;-0.395
00:00:03.686;-0.425;-0.385
00:00:03.688;-0.430;-0.405
00:00:03.691;-0.445;-0.395
00:00:03.694;-0.450;-0.395
00:00:03.697;-0.445;-0.375
00:00:03.700;-0.430;-0.370
00:00:03.702;-0.420;-0.375
00:00:03.705;-0.410;-0.375
00:00:03.708;-0.425;-0.370
00:00:03.711;-0.420;-0.360
00:00:03.713;-0.405;-0.345
00:00:03.716;-0.380;-0.320
00:00:03.719;-0.370;-0.305
00:00:03.722;-0.365;-0.305
00:00:03.725;-0.365;-0.300
00:00:03.727;-0.365;-0.285
00:00:03.730;-0.345;-0.275
00:00:03.733;-0.330;-0.260
00:00:03.736;-0.315;-0.245
00:00:03.738;-0.305;-0.245
00:00:03.741;-0.305;-0.250
00:00:03.744;-0.320;-0.255
00:00:03.747;-0.310;-0.245
00:00:03.750;-0.310;-0.230
00:00:03.752;-0.305;-0.235
00:00:03.755;-0.310;-0.245
00:00:03.758;-0.315;-0.255
00:00:03.761;-0.320;-0.255
00:00:03.763;-0.315;-0.225
00:00:03.766;-0.305;-0.230
00:00:03.769;-0.305;-0.235
00:00:03.772;-0.295;-0.240
00:00:03.775;-0.310;-0.250
00:00:03.777;-0.320;-0.245
00:00:03.780;-0.310;-0.225
00:00:03.783;-0.315;-0.215
00:00:03.786;-0.295;-0.220
00:00:03.788;-0.300;-0.240
00:00:03.791;-0.305;-0.250
00:00:03.794;-0.300;-0.255
00:00:03.797;-0.285;-0.245
00:00:03.800;-0.280;-0.240
00:00:03.802;-0.290;-0.235
00:00:03.805;-0.295;-0.245
00:00:03.808;-0.305;-0.255
00:00:03.811;-0.325;-0.250
00:00:03.813;-0.305;-0.235
00:00:03.816;-0.300;-0.230
00:00:03.819;-0.300;-0.250
00:00:03.822;-0.315;-0.260
00:00:03.825;-0.325;-0.275
00:00:03.827;-0.335;-0.280
00:00:03.830;-0.325;-0.275
00:00:03.833;-0.315;-0.260
00:00:03.836;-0.320;-0.270
00:00:03.838;-0.335;-0.255
00:00:03.841;-0.330;-0.265
00:00:03.844;-0.340;-0.255
00:00:03.847;-0.325;-0.265
00:00:03.850;-0.325;-0.260
00:00:03.852;-0.320;-0.265
00:00:03.855;-0.315;-0.265
00:00:03.858;-0.335;-0.275
00:00:03.861;-0.335;-0.270
00:00:03.863;-0.345;-0.265
00:00:03.866;-0.335;-0.255
00:00:03.869;-0.325;-0.255
00:00:03.872;-0.330;-0.265
00:00:03.875;-0.315;-0.275
00:00:03.877;-0.335;-0.290
00:00:03.880;-0.330;-0.275
00:00:03.883;-0.330;-0.260
00:00:03.886;-0.330;-0.270
00:00:03.888;-0.330;-0.265
00:00:03.891;-0.335;-0.270
00:00:03.894;-0.340;-0.265
00:00:03.897;-0.330;-0.265
00:00:03.900;-0.320;-0.250
00:00:03.902;-0.315;-0.265
00:00:03.905;-0.325;-0.265
00:00:03.908;-0.335;-0.270
00:00:03.911;-0.355;-0.270
00:00:03.913;-0.345;-0.265
00:00:03.916;-0.340;-0.255
00:00:03.919;-0.335;-0.260
00:00:03.922;-0.320;-0.255
00:00:03.925;-0.325;-0.270
00:00:03.927;-0.350;-0.270
00:00:03.930;-0.330;-0.285
00:00:03.933;-0.315;-0.265
00:00:03.936;-0.315;-0.260
00:00:03.938;-0.330;-0.265
00:00:03.941;-0.330;-0.270
00:00:03.944;-0.335;-0.265
00:00:03.947;-0.335;-0.260
00:00:03.950;-0.330;-0.250
00:00:03.952;-0.330;-0.265
00:00:03.955;-0.330;-0.265
00:00:03.958;-0.340;-0.270
00:00:03.961;-0.340;-0.265
00:00:03.963;-0.340;-0.255
00:00:03.966;-0.325;-0.245
00:00:03.969;-0.325;-0.255
00:00:03.972;-0.325;-0.275
00:00:03.975;-0.345;-0.275
00:00:03.977;-0.350;-0.275
00:00:03.980;-0.340;-0.255
00:00:03.983;-0.330;-0.255
00:00:03.986;-0.320;-0.260
00:00:03.988;-0.310;-0.265
00:00:03.991;-0.305;-0.285
00:00:03.994;-0.305;-0.280
00:00:03.997;-0.275;-0.265
00:00:04.000;-0.270;-0.260
00:00:04.002;-0.255;-0.255
00:00:04.005;-0.260;-0.250
00:00:04.008;-0.265;-0.255
00:00:04.011;-0.260;-0.250
00:00:04.013;-0.250;-0.240
00:00:04.016;-0.235;-0.230
00:00:04.019;-0.235;-0.235
00:00:04.022;-0.220;-0.225
00:00:04.025;-0.235;-0.235
00:00:04.027;-0.235;-0.240
00:00:04.030;-0.220;-0.225
00:00:04.033;-0.230;-0.215
00:00:04.036;-0.225;-0.235
00:00:04.038;-0.235;-0.230
00:00:04.041;-0.245;-0.225
00:00:04.044;-0.255;-0.215
00:00:04.047;-0.240;-0.205
00:00:04.050;-0.230;-0.200
00:00:04.052;-0.230;-0.210
00:00:04.055;-0.250;-0.225
00:00:04.058;-0.255;-0.230
00:00:04.061;-0.250;-0.225
00:00:04.063;-0.230;-0.215
00:00:04.066;-0.205;-0.210
00:00:04.069;-0.195;-0.235
00:00:04.072;-0.210;-0.240
00:00:04.075;-0.230;-0.255
00:00:04.077;-0.270;-0.245
00:00:04.080;-0.270;-0.235
00:00:04.083;-0.285;-0.230
00:00:04.086;-0.285;-0.235
00:00:04.088;-0.310;-0.245
00:00:04.091;-0.330;-0.270
00:00:04.094;-0.340;-0.260
00:00:04.097;-0.340;-0.250
00:00:04.100;-0.345;-0.240
00:00:04.102;-0.350;-0.240
00:00:04.105;-0.350;-0.255
00:00:04.108;-0.340;-0.260
00:00:04.111;-0.355;-0.265
00:00:04.113;-0.345;-0.255
00:00:04.116;-0.340;-0.245
00:00:04.119;-0.340;-0.245
00:00:04.122;-0.345;-0.260
00:00:04.125;-0.355;-0.255
00:00:04.127;-0.370;-0.260
00:00:04.130;-0.355;-0.255
00:00:04.133;-0.370;-0.240
00:00:04.136;-0.345;-0.240
00:00:04.138;-0.340;-0.260
00:00:04.141;-0.360;-0.260
00:00:04.144;-0.380;-0.250
00:00:04.147;-0.360;-0.240
00:00:04.150;-0.345;-0.235
00:00:04.152;-0.350;-0.240
00:00:04.155;-0.350;-0.255
00:00:04.158;-0.355;-0.270
00:00:04.161;-0.380;-0.285
00:00:04.163;-0.390;-0.290
00:00:04.166;-0.395;-0.310
00:00:04.169;-0.425;-0.330
00:00:04.172;-0.455;-0.365
00:00:04.175;-0.475;-0.370
00:00:04.177;-0.510;-0.350
00:00:04.180;-0.545;-0.260
00:00:04.183;-0.540;-0.135
00:00:04.186;-0.495;-0.020
00:00:04.188;-0.405;0.035
00:00:04.191;-0.295;0.095
00:00:04.194;-0.160;0.185
00:00:04.197;0.040;0.315
00:00:04.200;0.315;0.450
00:00:04.202;0.595;0.515
00:00:04.205;0.800;0.450
00:00:04.208;0.885;0.175
00:00:04.211;0.795;-0.180
00:00:04.213;0.520;-0.385
00:00:04.216;0.130;-0.395
00:00:04.219;-0.215;-0.345
00:00:04.222;-0.425;-0.310
00:00:04.225;-0.500;-0.290
00:00:04.227;-0.490;-0.275
00:00:04.230;-0.450;-0.265
00:00:04.233;-0.400;-0.235
00:00:04.236;-0.390;-0.250
00:00:04.238;-0.395;-0.265
00:00:04.241;-0.395;-0.255
00:00:04.244;-0.400;-0.245
00:00:04.247;-0.390;-0.240
00:00:04.250;-0.380;-0.240
00:00:04.252;-0.385;-0.250
00:00:04.255;-0.385;-0.260
00:00:04.258;-0.400;-0.265
00:00:04.261;-0.410;-0.275
00:00:04.263;-0.410;-0.255
00:00:04.266;-0.390;-0.240
00:00:04.269;-0.390;-0.245
00:00:04.272;-0.405;-0.260
00:00:04.275;-0.405;-0.260
00:00:04.277;-0.415;-0.265
00:00:04.280;-0.410;-0.250
00:00:04.283;-0.395;-0.250
00:00:04.286;-0.395;-0.245
00:00:04.288;-0.400;-0.250
00:00:04.291;-0.415;-0.265
00:00:04.294;-0.415;-0.255
00:00:04.297;-0.415;-0.250
00:00:04.300;-0.400;-0.245
00:00:04.302;-0.390;-0.245
00:00:04.305;-0.390;-0.255
00:00:04.308;-0.410;-0.260
00:00:04.311;-0.415;-0.250
00:00:04.313;-0.405;-0.240
00:00:04.316;-0.395;-0.215
00:00:04.319;-0.395;-0.230
00:00:04.322;-0.395;-0.250
00:00:04.325;-0.405;-0.250
00:00:04.327;-0.410;-0.255
00:00:04.330;-0.410;-0.240
00:00:04.333;-0.400;-0.220
00:00:04.336;-0.390;-0.235
00:00:04.338;-0.395;-0.235
00:00:04.341;-0.410;-0.240
00:00:04.344;-0.425;-0.255
00:00:04.347;-0.415;-0.245
00:00:04.350;-0.405;-0.225
00:00:04.352;-0.410;-0.230
00:00:04.355;-0.405;-0.235
00:00:04.358;-0.415;-0.240
00:00:04.361;-0.425;-0.240
00:00:04.363;-0.425;-0.240
00:00:04.366;-0.410;-0.230
00:00:04.369;-0.395;-0.245
00:00:04.372;-0.390;-0.255
00:00:04.375;-0.400;-0.250
00:00:04.377;-0.410;-0.250
00:00:04.380;-0.410;-0.235
00:00:04.383;-0.400;-0.240
00:00:04.386;-0.390;-0.235
00:00:04.388;-0.410;-0.255
00:00:04.391;-0.420;-0.255
00:00:04.394;-0.420;-0.255
00:00:04.397;-0.415;-0.250
00:00:04.400;-0.415;-0.235
00:00:04.402;-0.405;-0.260
00:00:04.405;-0.420;-0.255
00:00:04.408;-0.415;-0.270
00:00:04.411;-0.425;-0.285
00:00:04.413;-0.410;-0.285
00:00:04.416;-0.400;-0.280
