sample interval	    ECG
           1554	  0.210
           1555	  0.230
           1556	  0.250
           1557	  0.260
           1558	  0.260
           1559	  0.260
           1560	  0.235
           1561	  0.200
           1562	  0.155
           1563	  0.115
           1564	  0.070
           1565	  0.035
           1566	  0.010
           1567	  0.010
           1568	  0.000
           1569	  0.000
           1570	 -0.005
           1571	  0.000
           1572	  0.000
           1573	  0.000
           1574	  0.000
           1575	  0.000
           1576	  0.000
           1577	  0.000
           1578	 -0.010
           1579	 -0.010
           1580	 -0.015
           1581	 -0.025
           1582	 -0.030
           1583	 -0.040
           1584	 -0.045
           1585	 -0.055
           1586	 -0.055
           1587	 -0.060
           1588	 -0.060
           1589	 -0.065
           1590	 -0.065
           1591	 -0.065
           1592	 -0.060
           1593	 -0.065
           1594	 -0.065
           1595	 -0.080
           1596	 -0.075
           1597	 -0.080
           1598	 -0.070
           1599	 -0.085
           1600	 -0.070
           1601	 -0.085
           1602	 -0.070
           1603	 -0.085
           1604	 -0.070
           1605	 -0.090
           1606	 -0.080
           1607	 -0.090
           1608	 -0.075
           1609	 -0.095
           1610	 -0.080
           1611	 -0.055
           1612	  0.005
           1613	  0.040
           1614	  0.040
           1615	  0.150
           1616	  0.140
           1617	  0.065
           1618	  0.005
           1619	 -0.045
           1620	 -0.055
           1621	 -0.190
           1622	 -0.190
           1623	 -0.210
           1624	 -0.180
           1625	 -0.205
           1626	 -0.160
           1627	  0.255
           1628	  1.150
           1629	  1.640
           1630	  0.005
           1631	 -0.720
           1632	 -0.590
           1633	 -0.365
           1634	 -0.155
           1635	 -0.180
           1636	 -0.145
           1637	 -0.155
           1638	 -0.125
           1639	 -0.130
           1640	 -0.095
           1641	 -0.095
           1642	 -0.060
           1643	 -0.055
           1644	 -0.015
           1645	 -0.005
           1646	  0.025
           1647	  0.045
           1648	  0.085
           1649	  0.115
           1650	  0.165
           1651	  0.205
           1652	  0.245
           1653	  0.250
           1654	  0.260
           1655	  0.255
           1656	  0.250
           1657	  0.250
           1658	  0.230
           1659	  0.185
           1660	  0.145
           1661	  0.105
           1662	  0.060
           1663	  0.025
           1664	  0.005
           1665	  0.000
           1666	 -0.010
           1667	  0.000
           1668	  0.000
           1669	  0.000
           1670	  0.000
           1671	  0.000
           1672	  0.000
           1673	  0.005
           1674	  0.000
           1675	 -0.005
           1676	 -0.005
           1677	 -0.010
           1678	 -0.015
           1679	 -0.020
           1680	 -0.025
           1681	 -0.035
           1682	 -0.045
           1683	 -0.035
           1684	 -0.050
           1685	 -0.050
           1686	 -0.055
           1687	 -0.055
           1688	 -0.060
           1689	 -0.055
           1690	 -0.060
           1691	 -0.065
           1692	 -0.065
           1693	 -0.060
           1694	 -0.060
           1695	 -0.050
           1696	 -0.070
           1697	 -0.060
           1698	 -0.065
           1699	 -0.055
           1700	 -0.070
           1701	 -0.060
           1702	 -0.080
           1703	 -0.065
           1704	 -0.080
           1705	 -0.080
           1706	 -0.085
           1707	 -0.075
           1708	 -0.085
           1709	 -0.075
           1710	 -0.090
           1711	 -0.080
           1712	 -0.045
           1713	  0.000
           1714	  0.040
           1715	  0.070
           1716	  0.180
           1717	  0.145
           1718	  0.050
           1719	  0.000
           1720	 -0.035
           1721	 -0.085
           1722	 -0.185
           1723	 -0.185
           1724	 -0.190
           1725	 -0.170
           1726	 -0.225
           1727	 -0.025
           1728	  0.500
           1729	  1.130
           1730	  1.185
           1731	 -0.070
           1732	 -0.700
           1733	 -0.620
           1734	 -0.355
           1735	 -0.150
           1736	 -0.160
           1737	 -0.140
           1738	 -0.145
           1739	 -0.120
           1740	 -0.115
           1741	 -0.095
           1742	 -0.085
           1743	 -0.075
           1744	 -0.065
           1745	 -0.030
           1746	 -0.015
           1747	  0.010
           1748	  0.030
           1749	  0.080
           1750	  0.100
           1751	  0.140
           1752	  0.170
           1753	  0.215
           1754	  0.230
           1755	  0.245
           1756	  0.245
           1757	  0.260
           1758	  0.240
           1759	  0.225
           1760	  0.180
           1761	  0.160
           1762	  0.115
           1763	  0.065
           1764	  0.045
           1765	  0.045
           1766	  0.015
           1767	  0.000
           1768	  0.005
           1769	  0.005
           1770	  0.010
           1771	  0.000
           1772	  0.000
           1773	 -0.005
           1774	 -0.005
           1775	 -0.010
           1776	 -0.020
           1777	 -0.030
           1778	 -0.030
           1779	 -0.025
           1780	 -0.040
           1781	 -0.030
           1782	 -0.060
           1783	 -0.050
           1784	 -0.045
           1785	 -0.045
           1786	 -0.055
           1787	 -0.060
           1788	 -0.055
           1789	 -0.065
           1790	 -0.065
           1791	 -0.060
           1792	 -0.055
           1793	 -0.060
           1794	 -0.070
           1795	 -0.055
           1796	 -0.075
           1797	 -0.060
           1798	 -0.075
           1799	 -0.075
           1800	 -0.080
           1801	 -0.080
           1802	 -0.090
           1803	 -0.080
           1804	 -0.090
           1805	 -0.070
           1806	 -0.070
           1807	 -0.020
           1808	  0.025
           1809	  0.045
           1810	  0.100
           1811	  0.185
           1812	  0.130
           1813	  0.040
           1814	 -0.030
           1815	 -0.020
           1816	 -0.130
           1817	 -0.155
           1818	 -0.170
           1819	 -0.165
           1820	 -0.180
           1821	 -0.200
           1822	  0.145
           1823	  0.845
           1824	  1.350
           1825	  0.575
           1826	 -0.295
           1827	 -0.665
           1828	 -0.545
           1829	 -0.275
           1830	 -0.160
           1831	 -0.150
           1832	 -0.145
           1833	 -0.135
           1834	 -0.140
           1835	 -0.125
           1836	 -0.105
           1837	 -0.085
           1838	 -0.070
           1839	 -0.055
           1840	 -0.040
           1841	  0.000
           1842	  0.020
           1843	  0.065
           1844	  0.065
           1845	  0.105
           1846	  0.140
           1847	  0.190
           1848	  0.195
           1849	  0.225
           1850	  0.220
           1851	  0.220
           1852	  0.230
           1853	  0.215
           1854	  0.175
           1855	  0.135
           1856	  0.090
           1857	  0.050
           1858	  0.025
           1859	  0.010
           1860	 -0.005
           1861	 -0.015
           1862	 -0.010
           1863	  0.000
           1864	  0.000
           1865	  0.000
           1866	  0.000
           1867	  0.000
           1868	  0.000
           1869	 -0.005
           1870	  0.000
           1871	 -0.025
           1872	 -0.025
           1873	 -0.025
           1874	 -0.025
           1875	 -0.030
           1876	 -0.050
           1877	 -0.035
           1878	 -0.050
           1879	 -0.045
           1880	 -0.055
           1881	 -0.050
           1882	 -0.055
           1883	 -0.055
           1884	 -0.080
           1885	 -0.050
           1886	 -0.065
           1887	 -0.050
           1888	 -0.080
           1889	 -0.075
           1890	 -0.075
           1891	 -0.075
           1892	 -0.085
           1893	 -0.060
           1894	 -0.080
           1895	 -0.085
           1896	 -0.075
           1897	 -0.020
           1898	  0.020
           1899	  0.045
           1900	  0.125
           1901	  0.165
           1902	  0.115
           1903	  0.020
           1904	 -0.045
           1905	 -0.040
           1906	 -0.165
           1907	 -0.185
           1908	 -0.210
           1909	 -0.180
           1910	 -0.205
           1911	 -0.210
           1912	  0.160
           1913	  0.950
           1914	  1.475
           1915	  0.375
           1916	 -0.450
           1917	 -0.700
           1918	 -0.525
           1919	 -0.250
           1920	 -0.170
           1921	 -0.165
           1922	 -0.165
           1923	 -0.135
           1924	 -0.135
           1925	 -0.110
           1926	 -0.115
           1927	 -0.085
           1928	 -0.080
           1929	 -0.045
           1930	 -0.035
           1931	  0.010
           1932	  0.020
           1933	  0.040
           1934	  0.090
           1935	  0.130
           1936	  0.170
           1937	  0.205
           1938	  0.210
           1939	  0.250
           1940	  0.235
           1941	  0.250
           1942	  0.225
           1943	  0.225
           1944	  0.170
           1945	  0.125
           1946	  0.100
           1947	  0.035
           1948	  0.010
           1949	 -0.015
           1950	 -0.020
           1951	 -0.035
           1952	 -0.025
           1953	 -0.030
           1954	 -0.030
           1955	 -0.030
           1956	 -0.035
           1957	 -0.045
           1958	 -0.040
           1959	 -0.035
           1960	 -0.040
           1961	 -0.055
           1962	 -0.050
           1963	 -0.040
           1964	 -0.070
           1965	 -0.060
           1966	 -0.065
           1967	 -0.060
           1968	 -0.095
           1969	 -0.095
           1970	 -0.100
           1971	 -0.065
           1972	 -0.095
           1973	 -0.115
           1974	 -0.090
           1975	 -0.085
           1976	 -0.120
           1977	 -0.080
           1978	 -0.125
           1979	 -0.115
           1980	 -0.105
           1981	 -0.085
           1982	 -0.065
           1983	  0.010
           1984	  0.040
           1985	  0.060
           1986	  0.195
           1987	  0.155
           1988	  0.075
           1989	  0.000
           1990	 -0.035
           1991	 -0.090
           1992	 -0.185
           1993	 -0.180
           1994	 -0.190
           1995	 -0.170
           1996	 -0.235
           1997	 -0.080
           1998	  0.445
           1999	  1.180
           2000	  1.415
           2001	  0.040
           2002	 -0.710
           2003	 -0.675
           2004	 -0.410
           2005	 -0.165
           2006	 -0.175
           2007	 -0.140
           2008	 -0.130
           2009	 -0.110
           2010	 -0.120
           2011	 -0.100
           2012	 -0.085
           2013	 -0.055
           2014	 -0.045
           2015	 -0.015
           2016	 -0.005
           2017	  0.025
           2018	  0.055
           2019	  0.100
           2020	  0.130
           2021	  0.175
           2022	  0.185
           2023	  0.235
           2024	  0.250
           2025	  0.265
           2026	  0.265
           2027	  0.270
           2028	  0.255
           2029	  0.215
           2030	  0.170
           2031	  0.110
           2032	  0.060
           2033	  0.040
           2034	  0.000
           2035	 -0.010
           2036	 -0.025
           2037	 -0.020
           2038	 -0.030
           2039	 -0.040
           2040	 -0.040
           2041	 -0.030
           2042	 -0.020
           2043	 -0.030
           2044	 -0.035
           2045	 -0.035
           2046	 -0.040
           2047	 -0.055
           2048	 -0.045
           2049	 -0.065
           2050	 -0.065
           2051	 -0.075
           2052	 -0.070
           2053	 -0.080
           2054	 -0.080
           2055	 -0.090
           2056	 -0.080
           2057	 -0.090
           2058	 -0.095
           2059	 -0.100
           2060	 -0.095
           2061	 -0.100
           2062	 -0.100
           2063	 -0.110
           2064	 -0.105
           2065	 -0.110
           2066	 -0.105
           2067	 -0.090
           2068	 -0.025
           2069	  0.030
           2070	  0.015
           2071	  0.095
           2072	  0.130
           2073	  0.085
           2074	  0.005
           2075	 -0.050
           2076	 -0.060
           2077	 -0.175
           2078	 -0.210
           2079	 -0.210
           2080	 -0.205
           2081	 -0.210
           2082	 -0.245
           2083	  0.065
           2084	  0.890
           2085	  1.575
           2086	  0.785
           2087	 -0.380
           2088	 -0.715
           2089	 -0.475
           2090	 -0.225
           2091	 -0.180
           2092	 -0.175
           2093	 -0.165
           2094	 -0.155
           2095	 -0.145
           2096	 -0.125
           2097	 -0.115
           2098	 -0.090
           2099	 -0.075
           2100	 -0.045
           2101	 -0.020
           2102	  0.000
           2103	  0.035
           2104	  0.070
           2105	  0.110
           2106	  0.150
           2107	  0.190
           2108	  0.230
           2109	  0.260
           2110	  0.270
           2111	  0.275
           2112	  0.280
           2113	  0.270
           2114	  0.240
           2115	  0.195
           2116	  0.145
           2117	  0.095
           2118	  0.055
           2119	  0.025
           2120	  0.000
           2121	 -0.005
           2122	 -0.010
           2123	 -0.010
           2124	 -0.005
           2125	 -0.005
           2126	 -0.005
           2127	  0.000
           2128	  0.000
           2129	  0.000
           2130	  0.000
           2131	 -0.010
           2132	 -0.015
           2133	 -0.020
           2134	 -0.025
           2135	 -0.035
           2136	 -0.040
           2137	 -0.050
           2138	 -0.055
           2139	 -0.060
           2140	 -0.065
           2141	 -0.065
           2142	 -0.065
           2143	 -0.065
           2144	 -0.075
           2145	 -0.065
           2146	 -0.075
           2147	 -0.075
           2148	 -0.075
           2149	 -0.075
           2150	 -0.080
           2151	 -0.075
           2152	 -0.085
           2153	 -0.070
           2154	 -0.080
           2155	 -0.070
           2156	 -0.080
           2157	 -0.080
           2158	 -0.090
           2159	 -0.080
           2160	 -0.090
           2161	 -0.080
           2162	 -0.095
           2163	 -0.085
           2164	 -0.060
           2165	 -0.010
           2166	  0.035
           2167	  0.030
           2168	  0.125
           2169	  0.140
           2170	  0.090
           2171	  0.015
           2172	 -0.030
           2173	 -0.035
           2174	 -0.160
           2175	 -0.185
           2176	 -0.185
           2177	 -0.150
           2178	 -0.185
           2179	 -0.195
           2180	  0.150
           2181	  1.065
           2182	  1.715
           2183	  0.380
           2184	 -0.620
           2185	 -0.630
           2186	 -0.390
           2187	 -0.160
           2188	 -0.165
           2189	 -0.150
           2190	 -0.160
           2191	 -0.135
           2192	 -0.135
           2193	 -0.130
           2194	 -0.110
           2195	 -0.085
           2196	 -0.070
           2197	 -0.035
           2198	 -0.025
           2199	  0.000
           2200	  0.030
           2201	  0.085
           2202	  0.095
           2203	  0.150
           2204	  0.175
           2205	  0.225
           2206	  0.240
           2207	  0.255
           2208	  0.275
           2209	  0.275
           2210	  0.265
           2211	  0.260
           2212	  0.210
           2213	  0.175
           2214	  0.110
           2215	  0.070
           2216	  0.040
           2217	  0.025
           2218	  0.000
           2219	 -0.010
           2220	 -0.005
           2221	 -0.005
           2222	 -0.020
           2223	 -0.010
           2224	 -0.020
           2225	 -0.005
           2226	  0.000
           2227	 -0.030
           2228	 -0.020
           2229	 -0.025
           2230	 -0.015
           2231	 -0.040
           2232	 -0.035
           2233	 -0.045
           2234	 -0.055
           2235	 -0.045
           2236	 -0.060
           2237	 -0.060
           2238	 -0.055
           2239	 -0.070
           2240	 -0.060
           2241	 -0.070
           2242	 -0.060
           2243	 -0.085
           2244	 -0.080
           2245	 -0.070
           2246	 -0.065
           2247	 -0.080
           2248	 -0.085
           2249	 -0.080
           2250	 -0.105
           2251	 -0.090
           2252	 -0.080
           2253	 -0.085
           2254	 -0.100
           2255	 -0.090
           2256	 -0.100
           2257	 -0.080
           2258	 -0.020
           2259	  0.005
           2260	  0.030
           2261	  0.090
           2262	  0.170
           2263	  0.125
           2264	  0.040
           2265	 -0.035
           2266	 -0.025
           2267	 -0.155
           2268	 -0.195
           2269	 -0.200
           2270	 -0.185
           2271	 -0.195
           2272	 -0.205
           2273	  0.115
           2274	  0.780
           2275	  1.265
           2276	  0.595
           2277	 -0.285
           2278	 -0.720
           2279	 -0.615
           2280	 -0.330
           2281	 -0.180
           2282	 -0.165
           2283	 -0.150
           2284	 -0.140
           2285	 -0.140
           2286	 -0.125
           2287	 -0.115
           2288	 -0.085
           2289	 -0.055
           2290	 -0.035
           2291	 -0.025
           2292	  0.005
           2293	  0.010
           2294	  0.060
           2295	  0.080
           2296	  0.100
           2297	  0.145
           2298	  0.170
           2299	  0.210
           2300	  0.230
           2301	  0.230
           2302	  0.250
           2303	  0.235
           2304	  0.220
           2305	  0.195
           2306	  0.165
           2307	  0.125
           2308	  0.070
           2309	  0.040
           2310	  0.025
           2311	  0.005
           2312	 -0.005
           2313	 -0.010
           2314	  0.000
           2315	  0.005
           2316	  0.000
           2317	  0.000
           2318	 -0.005
           2319	 -0.010
           2320	 -0.010
           2321	 -0.030
           2322	 -0.030
           2323	 -0.020
           2324	 -0.020
           2325	 -0.050
           2326	 -0.050
           2327	 -0.065
           2328	 -0.055
           2329	 -0.065
           2330	 -0.065
           2331	 -0.070
           2332	 -0.070
           2333	 -0.080
           2334	 -0.085
           2335	 -0.085
           2336	 -0.080
           2337	 -0.075
           2338	 -0.065
           2339	 -0.090
           2340	 -0.105
           2341	 -0.070
           2342	 -0.105
           2343	 -0.075
           2344	 -0.095
           2345	 -0.070
           2346	 -0.095
           2347	 -0.085
           2348	 -0.090
           2349	 -0.070
           2350	 -0.070
           2351	 -0.005
           2352	  0.020
           2353	  0.045
           2354	  0.135
           2355	  0.200
           2356	  0.115
           2357	  0.030
           2358	 -0.030
           2359	 -0.035
           2360	 -0.170
           2361	 -0.175
           2362	 -0.175
           2363	 -0.170
           2364	 -0.205
           2365	 -0.165
           2366	  0.265
           2367	  1.075
           2368	  1.570
           2369	  0.210
           2370	 -0.570
           2371	 -0.710
           2372	 -0.510
           2373	 -0.240
           2374	 -0.170
           2375	 -0.155
           2376	 -0.145
           2377	 -0.135
           2378	 -0.125
           2379	 -0.105
           2380	 -0.110
           2381	 -0.055
           2382	 -0.075
           2383	 -0.015
           2384	 -0.030
           2385	  0.025
           2386	  0.030
           2387	  0.060
           2388	  0.100
           2389	  0.155
           2390	  0.170
           2391	  0.225
           2392	  0.240
           2393	  0.275
           2394	  0.255
           2395	  0.250
           2396	  0.250
           2397	  0.220
           2398	  0.185
           2399	  0.140
           2400	  0.080
           2401	  0.060
           2402	  0.010
           2403	  0.000
           2404	 -0.010
           2405	 -0.035
           2406	 -0.015
           2407	 -0.020
           2408	 -0.020
           2409	 -0.015
           2410	 -0.005
           2411	  0.000
           2412	 -0.030
           2413	 -0.015
           2414	 -0.030
           2415	 -0.040
           2416	 -0.035
           2417	 -0.050
           2418	 -0.055
           2419	 -0.060
           2420	 -0.075
           2421	 -0.080
           2422	 -0.090
           2423	 -0.070
           2424	 -0.075
           2425	 -0.080
           2426	 -0.095
           2427	 -0.085
           2428	 -0.100
           2429	 -0.090
           2430	 -0.100
           2431	 -0.100
           2432	 -0.120
           2433	 -0.135
           2434	 -0.100
           2435	 -0.015
           2436	  0.010
           2437	  0.035
           2438	  0.120
           2439	  0.170
           2440	  0.085
           2441	 -0.005
           2442	 -0.060
           2443	 -0.055
           2444	 -0.195
           2445	 -0.215
           2446	 -0.220
           2447	 -0.200
           2448	 -0.250
           2449	 -0.145
           2450	  0.310
           2451	  1.200
           2452	  1.645
           2453	  0.055
           2454	 -0.750
           2455	 -0.795
           2456	 -0.505
           2457	 -0.240
           2458	 -0.210
           2459	 -0.140
           2460	 -0.170
           2461	 -0.140
           2462	 -0.165
           2463	 -0.120
           2464	 -0.115
           2465	 -0.075
           2466	 -0.075
           2467	 -0.050
           2468	  0.000
           2469	 -0.020
           2470	  0.045
           2471	  0.065
           2472	  0.115
           2473	  0.165
           2474	  0.190
           2475	  0.245
           2476	  0.255
           2477	  0.250
           2478	  0.260
           2479	  0.285
           2480	  0.265
           2481	  0.185
           2482	  0.170
           2483	  0.095
           2484	  0.055
           2485	  0.030
           2486	 -0.050
           2487	 -0.025
           2488	 -0.060
           2489	 -0.045
           2490	 -0.060
           2491	 -0.070
           2492	 -0.065
           2493	 -0.050
           2494	 -0.050
           2495	 -0.055
           2496	 -0.040
           2497	 -0.045
           2498	 -0.050
           2499	 -0.050
           2500	 -0.070
           2501	 -0.095
           2502	 -0.075
           2503	 -0.080
           2504	 -0.095
           2505	 -0.085
           2506	 -0.100
           2507	 -0.095
           2508	 -0.125
           2509	 -0.100
           2510	 -0.100
           2511	 -0.090
           2512	 -0.055
           2513	  0.015
           2514	  0.020
           2515	  0.060
           2516	  0.160
           2517	  0.140
           2518	  0.035
           2519	 -0.025
           2520	 -0.035
           2521	 -0.125
           2522	 -0.215
           2523	 -0.210
           2524	 -0.190
           2525	 -0.205
           2526	 -0.265
           2527	 -0.005
           2528	  0.745
           2529	  1.480
           2530	  1.130
           2531	 -0.275
           2532	 -0.855
           2533	 -0.650
           2534	 -0.355
           2535	 -0.175
           2536	 -0.175
           2537	 -0.155
           2538	 -0.150
           2539	 -0.150
           2540	 -0.135
           2541	 -0.120
           2542	 -0.075
           2543	 -0.085
           2544	 -0.055
           2545	 -0.020
           2546	  0.000
           2547	  0.010
           2548	  0.065
           2549	  0.095
           2550	  0.120
           2551	  0.210
           2552	  0.230
           2553	  0.265
           2554	  0.285
           2555	  0.290
           2556	  0.300
           2557	  0.275
           2558	  0.240
           2559	  0.180
           2560	  0.140
           2561	  0.070
           2562	  0.005
           2563	 -0.010
           2564	 -0.030
           2565	 -0.065
           2566	 -0.070
           2567	 -0.070
           2568	 -0.075
           2569	 -0.080
           2570	 -0.060
           2571	 -0.060
           2572	 -0.060
           2573	 -0.055
           2574	 -0.055
           2575	 -0.055
           2576	 -0.060
           2577	 -0.070
           2578	 -0.080
           2579	 -0.080
           2580	 -0.080
           2581	 -0.110
           2582	 -0.100
           2583	 -0.110
           2584	 -0.095
           2585	 -0.110
           2586	 -0.125
           2587	 -0.135
           2588	 -0.085
           2589	 -0.060
           2590	  0.005
           2591	  0.015
           2592	  0.045
           2593	  0.145
           2594	  0.135
           2595	  0.030
           2596	 -0.030
           2597	 -0.065
           2598	 -0.120
           2599	 -0.225
           2600	 -0.220
           2601	 -0.225
           2602	 -0.215
           2603	 -0.255
           2604	 -0.050
           2605	  0.615
           2606	  1.465
           2607	  1.475
           2608	 -0.185
           2609	 -0.885
           2610	 -0.615
           2611	 -0.335
           2612	 -0.170
           2613	 -0.175
           2614	 -0.160
           2615	 -0.150
           2616	 -0.140
           2617	 -0.155
           2618	 -0.130
           2619	 -0.115
           2620	 -0.060
           2621	 -0.070
           2622	 -0.040
           2623	 -0.025
           2624	  0.020
           2625	  0.040
           2626	  0.090
           2627	  0.120
           2628	  0.180
           2629	  0.225
           2630	  0.255
           2631	  0.285
           2632	  0.300
           2633	  0.300
           2634	  0.290
           2635	  0.235
           2636	  0.200
           2637	  0.140
           2638	  0.090
           2639	  0.035
           2640	  0.005
           2641	 -0.025
           2642	 -0.040
           2643	 -0.050
           2644	 -0.040
           2645	 -0.045
           2646	 -0.045
           2647	 -0.040
           2648	 -0.040
           2649	 -0.045
           2650	 -0.045
           2651	 -0.050
           2652	 -0.040
           2653	 -0.065
           2654	 -0.055
           2655	 -0.065
           2656	 -0.070
           2657	 -0.080
           2658	 -0.080
           2659	 -0.095
           2660	 -0.075
           2661	 -0.090
           2662	 -0.105
           2663	 -0.115
           2664	 -0.105
           2665	 -0.125
           2666	 -0.100
           2667	 -0.115
           2668	 -0.105
           2669	 -0.070
           2670	 -0.005
           2671	  0.030
           2672	  0.035
           2673	  0.125
           2674	  0.145
           2675	  0.080
           2676	  0.025
           2677	 -0.050
           2678	 -0.060
           2679	 -0.190
           2680	 -0.200
           2681	 -0.210
           2682	 -0.205
           2683	 -0.225
           2684	 -0.235
           2685	  0.155
           2686	  1.090
           2687	  1.750
           2688	  0.420
           2689	 -0.575
           2690	 -0.670
           2691	 -0.420
           2692	 -0.175
           2693	 -0.175
           2694	 -0.155
           2695	 -0.165
           2696	 -0.145
           2697	 -0.155
           2698	 -0.120
           2699	 -0.125
           2700	 -0.085
           2701	 -0.080
           2702	 -0.045
           2703	 -0.040
           2704	  0.000
           2705	  0.025
           2706	  0.065
           2707	  0.090
           2708	  0.150
           2709	  0.180
           2710	  0.225
           2711	  0.240
           2712	  0.265
           2713	  0.275
           2714	  0.280
           2715	  0.260
           2716	  0.235
           2717	  0.180
           2718	  0.125
           2719	  0.070
           2720	  0.030
           2721	  0.000
           2722	 -0.020
           2723	 -0.030
           2724	 -0.030
           2725	 -0.035
           2726	 -0.030
           2727	 -0.030
           2728	 -0.035
           2729	 -0.025
           2730	 -0.035
           2731	 -0.035
           2732	 -0.030
           2733	 -0.040
           2734	 -0.055
           2735	 -0.060
           2736	 -0.080
           2737	 -0.075
           2738	 -0.080
           2739	 -0.080
           2740	 -0.090
           2741	 -0.090
           2742	 -0.105
           2743	 -0.100
           2744	 -0.105
           2745	 -0.100
           2746	 -0.105
           2747	 -0.100
           2748	 -0.105
           2749	 -0.100
           2750	 -0.075
           2751	 -0.005
           2752	  0.040
           2753	  0.005
           2754	  0.115
           2755	  0.135
           2756	  0.100
           2757	  0.005
           2758	 -0.060
           2759	 -0.070
           2760	 -0.180
           2761	 -0.215
           2762	 -0.215
           2763	 -0.200
           2764	 -0.205
           2765	 -0.245
           2766	  0.060
           2767	  0.890
           2768	  1.580
           2769	  0.700
           2770	 -0.470
           2771	 -0.685
           2772	 -0.410
           2773	 -0.190
           2774	 -0.185
           2775	 -0.175
           2776	 -0.170
           2777	 -0.150
           2778	 -0.140
           2779	 -0.130
           2780	 -0.120
           2781	 -0.095
           2782	 -0.070
           2783	 -0.045
           2784	 -0.025
           2785	 -0.005
           2786	  0.025
           2787	  0.050
           2788	  0.085
           2789	  0.135
           2790	  0.180
           2791	  0.210
           2792	  0.240
           2793	  0.270
           2794	  0.260
           2795	  0.270
           2796	  0.270
           2797	  0.240
           2798	  0.190
           2799	  0.140
           2800	  0.095
           2801	  0.055
           2802	  0.015
           2803	 -0.005
           2804	 -0.005
           2805	 -0.010
           2806	 -0.010
           2807	 -0.020
           2808	 -0.015
           2809	 -0.010
           2810	 -0.020
           2811	 -0.025
           2812	 -0.020
           2813	 -0.035
           2814	 -0.030
           2815	 -0.025
           2816	 -0.055
           2817	 -0.055
           2818	 -0.055
           2819	 -0.065
           2820	 -0.070
           2821	 -0.060
           2822	 -0.075
           2823	 -0.080
           2824	 -0.095
           2825	 -0.080
           2826	 -0.095
           2827	 -0.090
           2828	 -0.090
           2829	 -0.095
           2830	 -0.100
           2831	 -0.090
           2832	 -0.110
           2833	 -0.085
           2834	 -0.060
           2835	 -0.015
           2836	  0.030
           2837	  0.045
           2838	  0.130
           2839	  0.160
           2840	  0.095
           2841	  0.045
           2842	 -0.035
           2843	 -0.040
           2844	 -0.175
           2845	 -0.190
           2846	 -0.195
           2847	 -0.195
           2848	 -0.200
           2849	 -0.210
           2850	  0.125
           2851	  0.865
           2852	  1.450
           2853	  0.450
           2854	 -0.480
           2855	 -0.720
           2856	 -0.535
           2857	 -0.235
           2858	 -0.180
           2859	 -0.170
           2860	 -0.160
           2861	 -0.160
           2862	 -0.145
           2863	 -0.140
           2864	 -0.125
           2865	 -0.080
           2866	 -0.085
           2867	 -0.060
           2868	 -0.040
           2869	  0.005
           2870	  0.020
           2871	  0.045
           2872	  0.085
           2873	  0.135
           2874	  0.155
           2875	  0.195
           2876	  0.215
           2877	  0.230
           2878	  0.270
           2879	  0.265
           2880	  0.260
           2881	  0.235
           2882	  0.175
           2883	  0.160
           2884	  0.090
           2885	  0.050
           2886	  0.020
           2887	  0.010
           2888	 -0.015
           2889	 -0.025
           2890	 -0.015
           2891	 -0.020
           2892	 -0.005
           2893	 -0.030
           2894	 -0.005
           2895	 -0.015
           2896	 -0.030
           2897	 -0.020
           2898	 -0.030
           2899	 -0.010
           2900	 -0.045
           2901	 -0.065
           2902	 -0.070
           2903	 -0.075
           2904	 -0.055
           2905	 -0.070
           2906	 -0.085
           2907	 -0.065
           2908	 -0.100
           2909	 -0.060
           2910	 -0.105
           2911	 -0.080
           2912	 -0.095
           2913	 -0.095
           2914	 -0.100
           2915	 -0.090
           2916	 -0.110
           2917	 -0.085
           2918	 -0.070
           2919	 -0.005
           2920	  0.025
           2921	  0.055
           2922	  0.140
           2923	  0.155
           2924	  0.090
           2925	  0.020
           2926	 -0.035
           2927	 -0.075
           2928	 -0.165
           2929	 -0.195
           2930	 -0.210
           2931	 -0.205
           2932	 -0.225
           2933	 -0.170
           2934	  0.220
           2935	  1.055
           2936	  1.545
           2937	  0.190
           2938	 -0.650
           2939	 -0.765
           2940	 -0.535
           2941	 -0.235
           2942	 -0.195
           2943	 -0.135
           2944	 -0.160
           2945	 -0.135
           2946	 -0.140
           2947	 -0.120
           2948	 -0.095
           2949	 -0.080
           2950	 -0.065
           2951	 -0.035
           2952	 -0.010
           2953	  0.000
           2954	  0.020
           2955	  0.060
           2956	  0.100
           2957	  0.140
           2958	  0.160
           2959	  0.210
           2960	  0.225
           2961	  0.230
           2962	  0.265
           2963	  0.240
           2964	  0.240
           2965	  0.225
           2966	  0.165
           2967	  0.120
           2968	  0.085
           2969	  0.040
           2970	  0.000
           2971	  0.000
           2972	 -0.025
           2973	 -0.010
           2974	 -0.025
           2975	 -0.050
           2976	 -0.010
           2977	 -0.025
           2978	 -0.030
           2979	 -0.010
           2980	 -0.040
           2981	 -0.040
           2982	 -0.040
           2983	 -0.025
           2984	 -0.065
           2985	 -0.055
           2986	 -0.075
           2987	 -0.065
           2988	 -0.085
           2989	 -0.080
           2990	 -0.070
           2991	 -0.085
           2992	 -0.100
           2993	 -0.090
           2994	 -0.090
           2995	 -0.100
           2996	 -0.110
           2997	 -0.100
           2998	 -0.090
           2999	 -0.070
           3000	 -0.045
           3001	  0.000
           3002	  0.035
           3003	  0.060
